timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-09-01T20:23:00,193.0.6.63,88.198.131.147,57697,8333,tx00016,1KomNVmvHfbdomPk4LDFuS5V590044,1gypDjWSVYvn3mKLbz4WEuTrt60031,0.12717432,0.12590258,NL,AS3333
2026-09-01T20:43:00,178.154.248.54,15.188.43.236,57772,8333,tx00017,1o6Tf3dupgoMK5iKsUt9AM2Vef0019,1jw6WVN3AW7jrfqch3YEBup8zX0074,0.16483387,0.16318553,RU,AS200350
2026-09-01T21:13:00,13.228.44.247,13.228.19.236,59465,8333,tx00018,1WxXutmkaaqRwsNQiv64FRAXYx0012,1hJRxa1gAKDv6YUZb6KZ7opXoR0066,0.09460940,0.09366331,SG,AS16509
2026-09-01T21:20:00,8.8.8.20,88.198.77.150,63157,8333,tx00019,1JNASbgtAqgUsnZned9o3NEkcX0323,1RjKjy4gqS3ARTbLp149fBMj3p0324,4.67480192,4.60467989,US,AS15169
2026-09-01T21:26:00,15.188.198.142,88.198.193.64,54648,8333,tx00020,1iacMQ4nvdMEuVtiDdAYEjb8Q30313,1x2UcGSKqiyq7sNMRXY2uQbFJe0314,1.18117381,1.16345620,FR,AS16509
2026-09-01T21:54:00,13.228.223.144,193.0.6.83,62315,8333,tx00021,1RjKjy4gqS3ARTbLp149fBMj3p0324,1L9eT5crD3XEiLJ49vhy3udCbq0325,4.60467989,4.53560969,SG,AS16509
2026-09-01T22:05:00,13.228.157.196,8.8.8.228,56094,8333,tx00022,1x2UcGSKqiyq7sNMRXY2uQbFJe0314,1fUL2Z46GZ2UXevZGaujJ8Vkbd0315,1.16345620,1.14600436,SG,AS16509
2026-09-01T22:25:00,139.59.23.57,15.188.202.108,59996,8333,tx00023,18W8q8e5jujGqJkqVcrB2SBtsN0022,1kFnoggJi8dvyJLcQjCA3UDJvp0013,0.45946799,0.45487331,IN,AS14061
2026-09-01T22:34:00,18.130.170.177,8.8.8.81,52954,8333,tx00024,1L9eT5crD3XEiLJ49vhy3udCbq0325,1SLxHoh3541RviMfo4Rn6XUUAc0326,4.53560969,4.46757554,GB,AS16509
2026-09-01T22:51:00,193.0.6.208,8.8.8.9,59030,8333,tx00025,1fUL2Z46GZ2UXevZGaujJ8Vkbd0315,1EgdQi59vUpcygTxtusLYxuVpf0316,1.14600436,1.12881429,NL,AS3333
2026-09-01T23:13:00,193.0.6.231,88.198.253.154,54656,8333,tx00026,1KomNVmvHfbdomPk4LDFuS5V590044,1F8S6gz77BBYaxSvkrCTvkDrm90027,0.05148792,0.05097304,NL,AS3333
2026-09-01T23:16:00,15.188.8.104,15.188.187.181,50369,8333,tx00027,1SLxHoh3541RviMfo4Rn6XUUAc0326,15k2TQqF1Lrx7qqhuF6kjh8XbE0327,4.46757554,4.40056191,FR,AS16509
2026-09-01T23:39:00,13.228.224.175,18.130.47.55,54483,8333,tx00028,15k2TQqF1Lrx7qqhuF6kjh8XbE0327,1TDfRyHZt2ULg4u7daAQKiva3G0328,4.40056191,4.33455348,SG,AS16509
2026-09-02T00:10:00,139.59.30.229,15.188.93.151,61380,8333,tx00029,18W8q8e5jujGqJkqVcrB2SBtsN0022,1epSfDcECmaN3EoUxur13aLqK90017,0.13073310,0.12942577,IN,AS14061
2026-09-02T00:10:00,139.59.13.68,88.198.113.215,62062,8333,tx00030,1EgdQi59vUpcygTxtusLYxuVpf0316,16d8uQAX6eqZKs3oi6zLxtAka10317,1.12881429,1.11188208,IN,AS14061
2026-09-02T00:33:00,8.8.8.148,139.59.26.159,64467,8333,tx00031,1TDfRyHZt2ULg4u7daAQKiva3G0328,1DMckrypdjmhKNk4Tdi5boP8b20329,4.33455348,4.26953518,US,AS15169
2026-09-02T00:42:00,15.188.130.201,18.130.29.57,60808,8333,tx00032,1WxXutmkaaqRwsNQiv64FRAXYx0012,1DAZdwtPAFtTzfb6bPq8CfgqXN0020,0.12474972,0.12350222,FR,AS16509
2026-09-02T01:03:00,18.130.111.242,18.130.221.247,54842,8333,tx00033,1o6Tf3dupgoMK5iKsUt9AM2Vef0019,1yLqwb9JWH6AxPaSo6HaoThoep0033,0.48353007,0.47869477,GB,AS16509
2026-09-02T01:04:00,18.130.39.66,88.198.180.138,62991,8333,tx00034,1DMckrypdjmhKNk4Tdi5boP8b20329,1UzSAoaY4ayn14gvq5Jc1S3K4b0330,4.26953518,4.20549215,GB,AS16509
2026-09-02T01:37:00,139.59.23.224,8.8.8.218,63559,8333,tx00035,16d8uQAX6eqZKs3oi6zLxtAka10317,1Nd78VWvzr5apXV3yVrW4DeFrP0318,1.11188208,1.09520385,IN,AS14061
2026-09-02T01:57:00,178.154.192.113,18.130.94.57,54711,8333,tx00036,1PSEeV8p9MBwHsxD21BQAxUr180045,199odFVAMoFxh4KKazGBkdNhUt0110,0.10932820,0.10823492,RU,AS200350
2026-09-02T02:00:00,139.59.10.175,8.8.8.205,53884,8333,tx00037,1Nd78VWvzr5apXV3yVrW4DeFrP0318,1HLhEFwCQLLH7xyEvRoVKhQyvc0319,1.09520385,1.07877579,IN,AS14061
2026-09-02T02:16:00,18.130.221.170,193.0.6.6,53552,8333,tx00038,1UzSAoaY4ayn14gvq5Jc1S3K4b0330,1kCXbt9dnbWCqDryexLSgohiBH0331,4.20549215,4.14240977,GB,AS16509
2026-09-02T02:57:00,15.188.115.8,193.0.6.195,59357,8333,tx00039,1KomNVmvHfbdomPk4LDFuS5V590044,1amwHtrNLGKtKVwg85DsEKYV5C0040,0.12035391,0.11915037,FR,AS16509
2026-09-02T03:05:00,88.198.114.129,139.59.10.28,55051,8333,tx00040,1kCXbt9dnbWCqDryexLSgohiBH0331,13CakCxszYMa4ZK355zHJRr3Fc0332,4.14240977,4.08027362,DE,AS24940
2026-09-02T03:19:00,193.0.6.78,15.188.48.3,61617,8333,tx00041,13CakCxszYMa4ZK355zHJRr3Fc0332,1xdVuqxbHmb5t6iMBsduKiobH30333,4.08027362,4.01906952,NL,AS3333
2026-09-02T03:20:00,193.0.6.42,8.8.8.97,54573,8333,tx00042,1HLhEFwCQLLH7xyEvRoVKhQyvc0319,1crt87fvBqsabe8FrbXgVw5guX0320,1.07877579,1.06259415,NL,AS3333
2026-09-02T03:21:00,18.130.158.47,8.8.8.26,65295,8333,tx00043,1NzQDEi3ysZUmYUKSk42iNo2u80008,1KqDz278gdC6GAiuRLXLB6eoXg0059,0.09633016,0.09536686,GB,AS16509
2026-09-02T03:53:00,88.198.23.33,88.198.162.111,60198,8333,tx00044,1crt87fvBqsabe8FrbXgVw5guX0320,1WusN5xgwNcYNdTpDvdA4rg7s10321,1.06259415,1.04665524,DE,AS24940
2026-09-02T04:10:00,88.198.153.210,8.8.8.107,52077,8333,tx00045,1WusN5xgwNcYNdTpDvdA4rg7s10321,1KJZHrmLZ6P9nDwkeReQrpHwzB0322,1.04665524,1.03095541,DE,AS24940
2026-09-02T04:23:00,139.59.9.244,178.154.195.166,60188,8333,tx00046,1xdVuqxbHmb5t6iMBsduKiobH30333,1VvKfhcPqNEtc6gHkv62jPuhdq0334,4.01906952,3.95878348,IN,AS14061
2026-09-02T05:06:35,193.0.6.9,178.154.234.194,54015,8333,tx00047,12qXPYzqtNfXqjYUjW84zFo7920111,1w9YxLMczvkHVANx686CdNmbuK0112,0.15492277,0.15337354,NL,AS3333
2026-09-02T05:06:53,178.154.163.68,193.0.6.47,61334,8333,tx00048,12qXPYzqtNfXqjYUjW84zFo7920111,1wK9br7h3hsqcY8WvNHsYu3Agm0113,0.18457873,0.18273294,RU,AS13238
2026-09-02T05:07:10,15.188.243.249,88.198.58.129,61671,8333,tx00049,12qXPYzqtNfXqjYUjW84zFo7920111,1gHjFB69K7mM2tUebo3MJau1zU0114,0.11892807,0.11773879,FR,AS16509
2026-09-02T05:07:37,178.154.173.32,15.188.63.111,55858,8333,tx00050,12qXPYzqtNfXqjYUjW84zFo7920111,1TqU1v7siPP4PutzfWoEuYThbU0115,0.04242242,0.04199820,RU,AS13238
2026-09-02T05:07:58,178.154.209.56,15.188.64.170,58530,8333,tx00051,12qXPYzqtNfXqjYUjW84zFo7920111,1ZFzxK1kjMn7QDb4DAfQi8jaVP0116,0.01946593,0.01927127,RU,AS200350
2026-09-02T05:08:38,18.130.49.16,13.228.217.170,52931,8333,tx00052,12qXPYzqtNfXqjYUjW84zFo7920111,1gLwFegtQH5yS74XU7tCNmS4fP0117,0.06220940,0.06158731,GB,AS16509
2026-09-02T05:08:49,13.228.243.40,193.0.6.62,49304,8333,tx00053,12qXPYzqtNfXqjYUjW84zFo7920111,1drvgwhwzB21fMkskQih535Ymq0118,0.07394961,0.07321011,SG,AS16509
2026-09-02T05:09:03,88.198.218.246,139.59.24.81,65066,8333,tx00054,12qXPYzqtNfXqjYUjW84zFo7920111,1Xqk8Ldop64VE6TnYZcEfx6gRL0119,0.02718052,0.02690871,DE,AS24940
2026-09-02T05:09:55,193.0.6.199,88.198.76.63,64473,8333,tx00055,12qXPYzqtNfXqjYUjW84zFo7920111,1Jz24qjRH1RZdL3GDy7pjUD6Vn0120,0.06645199,0.06578747,NL,AS3333
2026-09-02T05:10:30,8.8.8.136,13.228.44.159,57486,8333,tx00056,12qXPYzqtNfXqjYUjW84zFo7920111,1WZhEp1GK5pUiAz2evsdyRM8hm0121,0.13358934,0.13225345,US,AS15169
2026-09-02T05:11:24,15.188.75.232,15.188.246.106,59241,8333,tx00057,12qXPYzqtNfXqjYUjW84zFo7920111,1XvxpSXTJaeq9Wcc4j1eiJLHhD0122,0.19065479,0.18874824,FR,AS16509
2026-09-02T05:11:32,18.130.66.35,13.228.247.171,62184,8333,tx00058,12qXPYzqtNfXqjYUjW84zFo7920111,1ruvSuX3WGjPjFqBCsj2SBtmmD0123,0.13518526,0.13383341,GB,AS16509
2026-09-02T05:12:15,15.188.191.27,178.154.216.2,60344,8333,tx00059,12qXPYzqtNfXqjYUjW84zFo7920111,1a8dGzyXnx5ChCNtiTJR8r28JP0124,0.09524637,0.09429391,FR,AS16509
2026-09-02T05:12:33,13.228.71.77,193.0.6.5,63697,8333,tx00060,12qXPYzqtNfXqjYUjW84zFo7920111,1kqMyupzHSCnPwAzCJxeUPHTDT0125,0.04697946,0.04650967,SG,AS16509
2026-09-02T05:13:17,193.0.6.94,15.188.224.244,62063,8333,tx00061,12qXPYzqtNfXqjYUjW84zFo7920111,1zqB9fEkbywqUhCvbcxTsku9Qb0126,0.14223383,0.14081149,NL,AS3333
2026-09-02T06:18:00,15.188.194.184,178.154.178.63,53202,8333,tx00062,19Upc3pNgeeRQ6ZHPAkvPRU5kt0037,1rrUwcuxaH9ZCkvFZ3BNtyeaa40007,0.05523113,0.05467882,FR,AS16509
2026-09-02T07:06:37,8.8.8.46,18.130.61.127,50328,8333,tx00063,1BUMLEpaFkDGLxndrrZsMPeypx0229,1FSfwiuPd9FcFD7NHYaxc9R5YY0230,0.88948116,0.88058635,US,AS15169
2026-09-02T07:08:25,88.198.173.34,8.8.8.11,62328,8333,tx00064,1FSfwiuPd9FcFD7NHYaxc9R5YY0230,1rww33ex2oYZ7VfhMheiFw52B40231,0.88058635,0.87178049,DE,AS24940
2026-09-02T07:10:27,13.228.151.28,139.59.36.36,58708,8333,tx00065,1rww33ex2oYZ7VfhMheiFw52B40231,1GXAJCsYcSZpzVUYXiDr4ay3tT0232,0.87178049,0.86306269,SG,AS16509
2026-09-02T07:11:13,15.188.169.136,13.228.253.69,57561,8333,tx00066,1GXAJCsYcSZpzVUYXiDr4ay3tT0232,1q2scg4QYD9frB6GfVhwGfbrL70233,0.86306269,0.85443206,FR,AS16509
2026-09-02T07:17:00,18.130.218.91,8.8.8.178,53051,8333,tx00067,1F8S6gz77BBYaxSvkrCTvkDrm90027,1WxXutmkaaqRwsNQiv64FRAXYx0012,0.26749251,0.26481758,GB,AS16509
2026-09-02T08:05:20,8.8.8.195,15.188.165.254,58159,8333,tx00068,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1RW163nJBAS7eh9zQqZsYKtunf0128,0.05941341,0.05881928,US,AS15169
2026-09-02T08:05:59,193.0.6.206,193.0.6.97,58643,8333,tx00069,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1gHUPhcoDoDDvq7ZxfZrbQvvvt0129,0.04039549,0.03999154,NL,AS3333
2026-09-02T08:06:31,13.228.114.18,88.198.87.23,59096,8333,tx00070,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1bmStkA9kNhm3hvpUUGV2CnKLh0130,0.04289256,0.04246363,SG,AS16509
2026-09-02T08:07:07,88.198.125.90,18.130.56.242,57702,8333,tx00071,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1Q6fiiHFS4Jtqw2e4vXhEcqRnM0131,0.16325407,0.16162153,DE,AS24940
2026-09-02T08:07:35,88.198.72.183,8.8.8.44,64903,8333,tx00072,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,112WP5HLdDpgcif6cCFnNnqFwS0132,0.10645189,0.10538737,DE,AS24940
2026-09-02T08:07:49,193.0.6.252,193.0.6.161,55101,8333,tx00073,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1rtpXbzuLF3SdfzDVi6GjiCosR0133,0.12544284,0.12418841,NL,AS3333
2026-09-02T08:08:32,18.130.3.240,18.130.238.132,57997,8333,tx00074,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,147ziKwJdVuU4QtPs2d9RYhjFh0134,0.01391307,0.01377394,GB,AS16509
2026-09-02T08:08:49,193.0.6.37,8.8.8.243,60259,8333,tx00075,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,1GACEq8Dt5JFoX9busvrsyctKT0135,0.01040032,0.01029632,NL,AS3333
2026-09-02T08:09:07,18.130.195.108,178.154.157.191,58318,8333,tx00076,1Er6P6HnEVsGvaNdsKP5SLZdDL0127,18G6pPCCRhDCr1c1dGKWBjrRmm0136,0.12820274,0.12692071,GB,AS16509
2026-09-02T08:45:00,139.59.50.255,178.154.169.201,52608,8333,tx00077,1fxmUUQ4iYXwjx5xZQZ3wd3uT70035,1EkTH4Gx51FKCCY1yVN5CuLgAN0095,0.89333377,0.88440043,IN,AS14061
2026-09-02T10:43:00,193.0.6.226,15.188.240.159,65425,8333,tx00078,1F8S6gz77BBYaxSvkrCTvkDrm90027,1WS7J9R1mY5zHMUYgXeJjr77BL0084,0.10322786,0.10219558,NL,AS3333
2026-09-02T10:51:00,15.188.101.227,18.130.180.177,64176,8333,tx00079,17Jd8oJKfsSoJ8qmktVCaaPeGc0018,12GFhFxByZF3Jb7A7g62TKawrY0016,0.03557845,0.03522267,FR,AS16509
2026-09-02T11:38:00,88.198.162.187,8.8.8.128,63648,8333,tx00080,1KomNVmvHfbdomPk4LDFuS5V590044,1scUB2Crgnu3Qkjh98RXKgDL6W0108,0.11279006,0.11166216,DE,AS24940
2026-09-02T11:59:00,18.130.188.134,15.188.85.51,51291,8333,tx00081,19Upc3pNgeeRQ6ZHPAkvPRU5kt0037,1qb7kcuUBbTfNJ8xkUEdQd6Bj40014,0.17319346,0.17146153,GB,AS16509
2026-09-02T12:10:00,15.188.164.169,139.59.50.179,57211,8333,tx00082,1epSfDcECmaN3EoUxur13aLqK90017,1KeCBsmbkKiCS9NLRU2LqSY6Py0025,0.20779511,0.20571716,FR,AS16509
2026-09-02T12:26:00,13.228.176.165,178.154.233.30,53129,8333,tx00083,1kypGprjUhw2JkvLJtS2d1ZSfH0304,1h7Gw1ziVbNZDVQvwJduMAyhJw0305,2.56098765,2.52257284,SG,AS16509
2026-09-02T13:11:00,8.8.8.165,88.198.39.71,59817,8333,tx00084,1xDSER1hEqiLTfRD3YXm84jjo10034,1ghE4WwhJPhTZq42tGpHrzvEX30091,0.52887374,0.52358500,US,AS15169
2026-09-02T13:42:00,139.59.48.115,8.8.8.61,49202,8333,tx00085,1h7Gw1ziVbNZDVQvwJduMAyhJw0305,1t9PmFGX4TS8hZHUxK1AG7LSNf0306,2.52257284,2.48473425,IN,AS14061
2026-09-02T13:50:00,88.198.183.163,18.130.136.234,53549,8333,tx00086,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,0.36462033,0.36097413,DE,AS24940
2026-09-02T15:01:00,193.0.6.223,88.198.239.1,63214,8333,tx00087,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,1e4gChCVRWKLNdpN2C6doDXUSt0085,0.30339975,0.30036575,NL,AS3333
2026-09-02T15:11:00,88.198.189.41,15.188.66.142,60216,8333,tx00088,1t9PmFGX4TS8hZHUxK1AG7LSNf0306,1JB2kDGGygcNqiwSELoAbEruhT0307,2.48473425,2.44746324,DE,AS24940
2026-09-02T15:25:00,8.8.8.20,15.188.6.79,49199,8333,tx00089,1AfzpEqG78nPvN4gbtxFFoNJ9Q0261,1PhR2bhYExTegBA6XPqoAeU4Bp0262;19SVoTYeMrfhwLjVNg9qvgPWJ80263;1sscHzQZt3DjvsEn6bWro3Q5q20264;1Pfpu7FHG8jjTUnfAEWjyzW5aK0265;1Csqr3stEZZU57RGabFRRyNX5N0266,1.82121353,0.36424271;0.36424271;0.36424271;0.36424271;0.36424271,US,AS15169
2026-09-02T15:36:00,13.228.48.124,139.59.27.50,55453,8333,tx00090,1gQ1mhptjq7vuhojstXpvJ3A2S0015,1W4LApoPNq6nxSkiu2hPrrHaVZ0038,0.06207775,0.06145697,SG,AS16509
2026-09-02T15:51:00,139.59.13.184,178.154.150.163,54857,8333,tx00091,1AfzpEqG78nPvN4gbtxFFoNJ9Q0261,1BupzQn5137uKMBW4EvuuLm6FH0267;1rqpMKq8U8bQfqD56RnMnty9cf0268;1YKQeVpBpcr1HwHS8tFw7qn23c0269;1Cxnbm1ytPm3Jo9Hfmo2R3RbFg0270;1GZcX1bM8e4BMAYjFxBsSmQsG20271;1vdwG3SUXEsLT2S5X2J86ez5Ut0272;1uo1G2hPxE7QZSUVJ5HV6Pe6Cx0273,1.82121353,0.26017336;0.26017336;0.26017336;0.26017336;0.26017336;0.26017336;0.26017336,IN,AS14061
2026-09-02T15:59:00,139.59.16.49,139.59.13.173,53492,8333,tx00092,1JB2kDGGygcNqiwSELoAbEruhT0307,1eKeDPs7hKhhodEejT5rfGKtfk0308,2.44746324,2.41075129,IN,AS14061
2026-09-02T16:17:00,193.0.6.135,193.0.6.104,50469,8333,tx00093,1AfzpEqG78nPvN4gbtxFFoNJ9Q0261,18wzaDaEDkeNNYY2QY5hsjhrxE0274;1JPHn89JnKeBRGLJErbSip933B0275;1Lx33H5hXfHzCoctcbBDYKTPrx0276;14hEFZL2KrnyeLhmMFFwxDF1k40277;17TE33y2dSZzdSR1tjiLRiHr9E0278,1.82121353,0.36424271;0.36424271;0.36424271;0.36424271;0.36424271,NL,AS3333
2026-09-02T16:37:00,15.188.180.251,139.59.21.165,50299,8333,tx00094,1eKeDPs7hKhhodEejT5rfGKtfk0308,1EAMkfEw8LfAV8mf2ts1aMSAEx0309,2.41075129,2.37459002,FR,AS16509
2026-09-02T16:46:00,18.130.52.148,8.8.8.32,63744,8333,tx00095,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,14BjbpVSF49gaFNePNGdtFHUCX0042,0.47954817,0.47475269,GB,AS16509
2026-09-02T16:50:00,193.0.6.112,15.188.54.9,56830,8333,tx00096,19Upc3pNgeeRQ6ZHPAkvPRU5kt0037,1yLqwb9JWH6AxPaSo6HaoThoep0033,0.10148794,0.10047306,NL,AS3333
2026-09-02T17:10:00,18.130.223.219,178.154.233.25,50344,8333,tx00097,1EAMkfEw8LfAV8mf2ts1aMSAEx0309,1G8n4ym1zXmb7cQkXZuMkA4fTZ0310,2.37459002,2.33897117,GB,AS16509
2026-09-02T17:17:00,178.154.235.188,178.154.173.222,65420,8333,tx00098,17Jd8oJKfsSoJ8qmktVCaaPeGc0018,1KomNVmvHfbdomPk4LDFuS5V590044,0.09553695,0.09458158,RU,AS200350
2026-09-02T17:17:00,13.228.104.49,178.154.221.216,64598,8333,tx00099,1fxmUUQ4iYXwjx5xZQZ3wd3uT70035,1gx9ZSME4Qp6QyxD1f1JVs6fX80006,0.33731724,0.33394407,SG,AS16509
2026-09-02T18:14:00,178.154.141.127,8.8.8.234,54193,8333,tx00100,1G8n4ym1zXmb7cQkXZuMkA4fTZ0310,1nfYtfyyuyAqwaCJoARAze2mCr0311,2.33897117,2.30388660,RU,AS13238
2026-09-02T19:41:00,178.154.190.124,178.154.194.182,52176,8333,tx00101,1nfYtfyyuyAqwaCJoARAze2mCr0311,1av8HBLsCsY1wLkQS6AcqStumn0312,2.30388660,2.26932830,RU,AS13238
2026-09-02T19:43:00,18.130.196.99,18.130.212.234,53293,8333,tx00102,1kEW8R2zWq8ABZrcVwBAfrGGXn0029,1pr29toJzfFrzodsoVkq2TwGcU0086,0.17083569,0.16912733,GB,AS16509
2026-09-02T20:07:00,193.0.6.3,18.130.113.85,62543,8333,tx00103,1Ry7fjR5XSsgL4bHgsMuXXmnuz0009,14NhopxnGTeBg3ErKyqFvszQuK0060,0.35123006,0.34771776,NL,AS3333
2026-09-02T20:12:00,139.59.57.48,178.154.247.218,53203,8333,tx00104,1epSfDcECmaN3EoUxur13aLqK90017,1zyWNvAQqGwZWK8v155Cj59i2J0072,0.44160388,0.43718784,IN,AS14061
2026-09-02T20:45:05,178.154.137.244,193.0.6.150,52230,8333,tx00105,1K5WrzfasUrtp4F4Tnvw43Y2o10234,1XaR8oZkfX1SsDFuZcMGLyQZ1r0235,1.36441089,1.35076678,RU,AS13238
2026-09-02T20:45:52,193.0.6.58,88.198.80.197,51683,8333,tx00106,1XaR8oZkfX1SsDFuZcMGLyQZ1r0235,1RkGdMKAhL7hhztC3sycc6Y1mt0236,1.35076678,1.33725911,NL,AS3333
2026-09-02T20:47:36,193.0.6.108,88.198.183.82,57514,8333,tx00107,1RkGdMKAhL7hhztC3sycc6Y1mt0236,12Ez7ofehHtVWkK4KdCmdfwE5L0237,1.33725911,1.32388652,NL,AS3333
2026-09-02T20:48:00,13.228.86.141,139.59.26.30,53836,8333,tx00108,1gQ1mhptjq7vuhojstXpvJ3A2S0015,1F8S6gz77BBYaxSvkrCTvkDrm90027,0.18234665,0.18052318,SG,AS16509
